service_date,origin_hub_id,destination_hub_id,final_service_units
09-11-2024,46,18,1980
09-11-2024,18,46,2308
09-11-2024,45,48,1724
09-11-2024,45,42,1512
09-11-2024,23,25,2248
09-11-2024,48,45,2532
09-11-2024,42,45,1872
09-11-2024,2,47,1805
09-11-2024,3,45,1812
09-11-2024,46,15,1720
09-11-2024,45,34,1425
09-11-2024,47,2,3155
09-11-2024,34,45,2145
09-11-2024,47,28,2035
09-11-2024,45,3,1464
09-11-2024,47,46,1885
09-11-2024,2,16,1585
09-11-2024,25,23,3808
09-11-2024,46,26,1945
09-11-2024,36,27,2036
09-11-2024,16,2,2105
09-11-2024,23,13,1815
09-11-2024,2,31,1912
09-11-2024,26,46,2070
09-11-2024,31,2,3024
09-11-2024,15,46,1852
09-11-2024,30,14,1968
09-11-2024,2,19,1505
09-11-2024,28,47,2380
09-11-2024,47,3,1755
09-11-2024,45,5,1840
09-11-2024,36,37,276
09-11-2024,46,47,2055
09-11-2024,5,45,2200
09-11-2024,46,20,1735
09-11-2024,3,47,1680
09-11-2024,20,46,1810
09-11-2024,19,2,5000
09-11-2024,27,36,5755
09-11-2024,14,30,3130
09-11-2024,45,39,1320
09-11-2024,39,45,1896
09-11-2024,36,41,1900
09-11-2024,2,21,1355
09-11-2024,8,47,1675
09-11-2024,47,6,1545
09-11-2024,41,36,2492
09-11-2024,2,1,1360
09-11-2024,37,36,236
09-11-2024,47,30,3690
09-11-2024,47,8,1505
09-11-2024,22,36,1970
09-11-2024,6,47,1325
09-11-2024,46,33,1330
09-11-2024,45,44,1325
09-11-2024,33,46,1365
09-11-2024,21,2,2625
09-11-2024,36,22,1630
09-11-2024,2,14,1335
09-11-2024,1,2,1925
09-11-2024,17,23,1580
09-11-2024,4,29,1360
09-11-2024,2,24,980
09-11-2024,44,45,1560
09-11-2024,47,10,1305
09-11-2024,38,36,2130
09-11-2024,19,30,3000
10-11-2024,45,46,5880
10-11-2024,46,45,6830
10-11-2024,45,47,4856
10-11-2024,47,45,6408
10-11-2024,46,9,4986
10-11-2024,9,46,8802
10-11-2024,46,48,3849
10-11-2024,48,46,7329
10-11-2024,45,9,3162
10-11-2024,9,45,5181
10-11-2024,47,5,3960
10-11-2024,5,47,5376
10-11-2024,46,44,2840
10-11-2024,46,35,2332
10-11-2024,45,28,2320
10-11-2024,35,46,5492
10-11-2024,44,46,5540
10-11-2024,2,40,2284
10-11-2024,11,36,4884
10-11-2024,19,32,3448
10-11-2024,36,11,2864
10-11-2024,28,45,4528
10-11-2024,2,30,3788
10-11-2024,40,2,6448
10-11-2024,30,2,3752
10-11-2024,32,19,3796
10-11-2024,12,36,3972
10-11-2024,47,43,2828
10-11-2024,13,23,3724
10-11-2024,36,7,3292
10-11-2024,43,47,3328
10-11-2024,7,36,2980
10-11-2024,36,12,3840
10-11-2024,46,18,1480
10-11-2024,18,46,3192
10-11-2024,45,48,1632
10-11-2024,45,42,1544
10-11-2024,23,25,2792
10-11-2024,48,45,2736
10-11-2024,42,45,2976
10-11-2024,2,47,2655
10-11-2024,3,45,2772
10-11-2024,46,15,1316
10-11-2024,45,34,1740
10-11-2024,47,2,4050
10-11-2024,34,45,3350
10-11-2024,47,28,2375
10-11-2024,45,3,1264
10-11-2024,47,46,2845
10-11-2024,2,16,1875
10-11-2024,25,23,4012
10-11-2024,46,26,1840
10-11-2024,36,27,1776
10-11-2024,16,2,2940
10-11-2024,23,13,1730
10-11-2024,2,31,2428
10-11-2024,26,46,2120
10-11-2024,31,2,3936
10-11-2024,15,46,2544
10-11-2024,30,14,1916
10-11-2024,2,19,1775
10-11-2024,28,47,3815
10-11-2024,47,3,1985
10-11-2024,45,5,1400
10-11-2024,36,37,354
10-11-2024,46,47,2880
10-11-2024,5,45,3070
10-11-2024,46,20,1595
10-11-2024,3,47,2480
10-11-2024,20,46,2350
10-11-2024,19,2,4300
10-11-2024,27,36,6035
10-11-2024,14,30,3365
10-11-2024,45,39,1424
10-11-2024,39,45,3444
10-11-2024,36,41,1568
10-11-2024,2,21,1600
10-11-2024,8,47,2700
10-11-2024,47,6,1680
10-11-2024,41,36,2620
10-11-2024,2,1,1530
10-11-2024,37,36,232
10-11-2024,47,30,3825
10-11-2024,47,8,1910
10-11-2024,22,36,2565
10-11-2024,6,47,2205
10-11-2024,46,33,1100
10-11-2024,45,44,1150
10-11-2024,33,46,3320
10-11-2024,21,2,2890
10-11-2024,36,22,2055
10-11-2024,2,14,1375
10-11-2024,1,2,2080
10-11-2024,17,23,2135
10-11-2024,4,29,1170
10-11-2024,2,24,1000
10-11-2024,44,45,2310
10-11-2024,47,10,1465
10-11-2024,38,36,2855
10-11-2024,19,30,2955
11-11-2024,45,46,3882
11-11-2024,46,45,4854
11-11-2024,45,47,3280
11-11-2024,47,45,5538
11-11-2024,46,9,3600
11-11-2024,9,46,5520
11-11-2024,46,48,2922
11-11-2024,48,46,4692
11-11-2024,45,9,2367
11-11-2024,9,45,4230
11-11-2024,47,5,2544
11-11-2024,5,47,3237
11-11-2024,46,44,1684
11-11-2024,46,35,1600
11-11-2024,45,28,1800
11-11-2024,35,46,3312
11-11-2024,44,46,2924
11-11-2024,2,40,1652
11-11-2024,11,36,3800
11-11-2024,19,32,2840
11-11-2024,36,11,2440
11-11-2024,28,45,3052
11-11-2024,2,30,2548
11-11-2024,40,2,5408
11-11-2024,30,2,2184
11-11-2024,32,19,2888
11-11-2024,12,36,2392
11-11-2024,47,43,1876
11-11-2024,13,23,2888
11-11-2024,36,7,2232
11-11-2024,43,47,2748
11-11-2024,7,36,2232
11-11-2024,36,12,2780
11-11-2024,46,18,1232
11-11-2024,18,46,1924
11-11-2024,45,48,1252
11-11-2024,45,42,1404
11-11-2024,23,25,2032
11-11-2024,48,45,2580
11-11-2024,42,45,2128
11-11-2024,2,47,2045
11-11-2024,3,45,2280
11-11-2024,46,15,1180
11-11-2024,45,34,1260
11-11-2024,47,2,2935
11-11-2024,34,45,2390
11-11-2024,47,28,2165
11-11-2024,45,3,1304
11-11-2024,47,46,1640
11-11-2024,2,16,1300
11-11-2024,25,23,2820
11-11-2024,46,26,1750
11-11-2024,36,27,1608
11-11-2024,16,2,1820
11-11-2024,23,13,1880
11-11-2024,2,31,1968
11-11-2024,26,46,2090
11-11-2024,31,2,2608
11-11-2024,15,46,1688
11-11-2024,30,14,1788
11-11-2024,2,19,1105
11-11-2024,28,47,2765
11-11-2024,47,3,2015
11-11-2024,45,5,1175
11-11-2024,36,37,276
11-11-2024,46,47,2040
11-11-2024,5,45,2210
11-11-2024,46,20,865
11-11-2024,3,47,2235
11-11-2024,20,46,1830
11-11-2024,19,2,3745
11-11-2024,27,36,4360
11-11-2024,14,30,2045
11-11-2024,45,39,1316
11-11-2024,39,45,1964
11-11-2024,36,41,1216
11-11-2024,2,21,1105
11-11-2024,8,47,1930
11-11-2024,47,6,1385
11-11-2024,41,36,1304
11-11-2024,2,1,1405
11-11-2024,37,36,230
11-11-2024,47,30,3090
11-11-2024,47,8,1150
11-11-2024,22,36,1915
11-11-2024,6,47,1885
11-11-2024,46,33,770
11-11-2024,45,44,1080
11-11-2024,33,46,1475
11-11-2024,21,2,1555
11-11-2024,36,22,1335
11-11-2024,2,14,1090
11-11-2024,1,2,1690
11-11-2024,17,23,2020
11-11-2024,4,29,1515
11-11-2024,2,24,840
11-11-2024,44,45,1795
11-11-2024,47,10,1225
11-11-2024,38,36,2035
11-11-2024,19,30,2480
12-11-2024,45,46,3732
12-11-2024,46,45,4222
12-11-2024,45,47,3650
12-11-2024,47,45,4276
12-11-2024,46,9,4587
12-11-2024,9,46,3861
12-11-2024,46,48,4242
12-11-2024,48,46,2877
12-11-2024,45,9,2982
12-11-2024,9,45,3366
12-11-2024,47,5,2703
12-11-2024,5,47,2733
12-11-2024,46,44,2212
12-11-2024,46,35,2676
12-11-2024,45,28,2224
12-11-2024,35,46,1928
12-11-2024,44,46,1676
12-11-2024,2,40,1460
12-11-2024,11,36,2916
12-11-2024,19,32,1812
12-11-2024,36,11,2568
12-11-2024,28,45,1808
12-11-2024,2,30,1520
12-11-2024,40,2,4352
12-11-2024,30,2,1524
12-11-2024,32,19,2092
12-11-2024,12,36,1968
12-11-2024,47,43,1656
12-11-2024,13,23,1860
12-11-2024,36,7,1880
12-11-2024,43,47,1644
12-11-2024,7,36,1820
12-11-2024,36,12,1952
12-11-2024,46,18,1664
12-11-2024,18,46,1480
12-11-2024,45,48,1736
12-11-2024,45,42,1432
12-11-2024,23,25,2120
12-11-2024,48,45,1692
12-11-2024,42,45,1104
12-11-2024,2,47,1825
12-11-2024,3,45,1444
12-11-2024,46,15,1460
12-11-2024,45,34,1325
12-11-2024,47,2,2445
12-11-2024,34,45,1740
12-11-2024,47,28,1715
12-11-2024,45,3,1328
12-11-2024,47,46,1620
12-11-2024,2,16,1140
12-11-2024,25,23,1740
12-11-2024,46,26,1720
12-11-2024,36,27,1792
12-11-2024,16,2,1650
12-11-2024,23,13,1310
12-11-2024,2,31,1824
12-11-2024,26,46,1340
12-11-2024,31,2,2024
12-11-2024,15,46,1144
12-11-2024,30,14,1296
12-11-2024,2,19,1245
12-11-2024,28,47,2000
12-11-2024,47,3,1625
12-11-2024,45,5,1455
12-11-2024,36,37,276
12-11-2024,46,47,2030
12-11-2024,5,45,1885
12-11-2024,46,20,1280
12-11-2024,3,47,1305
12-11-2024,20,46,1300
12-11-2024,19,2,2405
12-11-2024,27,36,2995
12-11-2024,14,30,2120
12-11-2024,45,39,1348
12-11-2024,39,45,1320
12-11-2024,36,41,1304
12-11-2024,2,21,1165
12-11-2024,8,47,1405
12-11-2024,47,6,1300
12-11-2024,41,36,1268
12-11-2024,2,1,1210
12-11-2024,37,36,180
12-11-2024,47,30,2720
12-11-2024,47,8,1300
12-11-2024,22,36,1540
12-11-2024,6,47,1405
12-11-2024,46,33,975
12-11-2024,45,44,1105
12-11-2024,33,46,840
12-11-2024,21,2,1680
12-11-2024,36,22,1375
12-11-2024,2,14,1010
12-11-2024,1,2,1615
12-11-2024,17,23,1480
12-11-2024,4,29,1020
12-11-2024,2,24,990
12-11-2024,44,45,1330
12-11-2024,47,10,1220
12-11-2024,38,36,1365
12-11-2024,19,30,1900
13-11-2024,45,46,4290
13-11-2024,46,45,3784
13-11-2024,45,47,4356
13-11-2024,47,45,4404
13-11-2024,46,9,5091
13-11-2024,9,46,4104
13-11-2024,46,48,5067
13-11-2024,48,46,3012
13-11-2024,45,9,3666
13-11-2024,9,45,2601
13-11-2024,47,5,3135
13-11-2024,5,47,2754
13-11-2024,46,44,2932
13-11-2024,46,35,3032
13-11-2024,45,28,2776
13-11-2024,35,46,1964
13-11-2024,44,46,1664
13-11-2024,2,40,2012
13-11-2024,11,36,2900
13-11-2024,19,32,2112
13-11-2024,36,11,3180
13-11-2024,28,45,2224
13-11-2024,2,30,1348
13-11-2024,40,2,3368
13-11-2024,30,2,1496
13-11-2024,32,19,2328
13-11-2024,12,36,2636
13-11-2024,47,43,2256
13-11-2024,13,23,1516
13-11-2024,36,7,2424
13-11-2024,43,47,1920
13-11-2024,7,36,1992
13-11-2024,36,12,2228
13-11-2024,46,18,1964
13-11-2024,18,46,1448
13-11-2024,45,48,2140
13-11-2024,45,42,1800
13-11-2024,23,25,2172
13-11-2024,48,45,1520
13-11-2024,42,45,1096
13-11-2024,2,47,1895
13-11-2024,3,45,1432
13-11-2024,46,15,1728
13-11-2024,45,34,2135
13-11-2024,47,2,2355
13-11-2024,34,45,1515
13-11-2024,47,28,2920
13-11-2024,45,3,1732
13-11-2024,47,46,2200
13-11-2024,2,16,1470
13-11-2024,25,23,1796
13-11-2024,46,26,1860
13-11-2024,36,27,1920
13-11-2024,16,2,1440
13-11-2024,23,13,1405
13-11-2024,2,31,2748
13-11-2024,26,46,2025
13-11-2024,31,2,1796
13-11-2024,15,46,1180
13-11-2024,30,14,1252
13-11-2024,2,19,1595
13-11-2024,28,47,2025
13-11-2024,47,3,1560
13-11-2024,45,5,2120
13-11-2024,36,37,270
13-11-2024,46,47,1915
13-11-2024,5,45,1720
13-11-2024,46,20,1760
13-11-2024,3,47,1640
13-11-2024,20,46,1060
13-11-2024,19,2,2020
13-11-2024,27,36,2770
13-11-2024,14,30,1545
13-11-2024,45,39,1412
13-11-2024,39,45,1236
13-11-2024,36,41,1884
13-11-2024,2,21,1130
13-11-2024,8,47,1290
13-11-2024,47,6,1510
13-11-2024,41,36,1496
13-11-2024,2,1,1230
13-11-2024,37,36,198
13-11-2024,47,30,2550
13-11-2024,47,8,1265
13-11-2024,22,36,1425
13-11-2024,6,47,1135
13-11-2024,46,33,1040
13-11-2024,45,44,1645
13-11-2024,33,46,815
13-11-2024,21,2,1270
13-11-2024,36,22,1245
13-11-2024,2,14,1020
13-11-2024,1,2,1495
13-11-2024,17,23,1420
13-11-2024,4,29,1185
13-11-2024,2,24,860
13-11-2024,44,45,1170
13-11-2024,47,10,1380
13-11-2024,38,36,1465
13-11-2024,19,30,1725
14-11-2024,45,46,5730
14-11-2024,46,45,4414
14-11-2024,45,47,5796
14-11-2024,47,45,5056
14-11-2024,46,9,6318
14-11-2024,9,46,4614
14-11-2024,46,48,5412
14-11-2024,48,46,4062
14-11-2024,45,9,4302
14-11-2024,9,45,2964
14-11-2024,47,5,3957
14-11-2024,5,47,2490
14-11-2024,46,44,3368
14-11-2024,46,35,3108
14-11-2024,45,28,2780
14-11-2024,35,46,2480
14-11-2024,44,46,2412
14-11-2024,2,40,3036
14-11-2024,11,36,3528
14-11-2024,19,32,2608
14-11-2024,36,11,4664
14-11-2024,28,45,1984
14-11-2024,2,30,1480
14-11-2024,40,2,3568
14-11-2024,30,2,1736
14-11-2024,32,19,2544
14-11-2024,12,36,2672
14-11-2024,47,43,2852
14-11-2024,13,23,2104
14-11-2024,36,7,3184
14-11-2024,43,47,1760
14-11-2024,7,36,2636
14-11-2024,36,12,3968
14-11-2024,46,18,2240
14-11-2024,18,46,1772
14-11-2024,45,48,2368
14-11-2024,45,42,2168
14-11-2024,23,25,3228
14-11-2024,48,45,1728
14-11-2024,42,45,1228
14-11-2024,2,47,2460
14-11-2024,3,45,1200
14-11-2024,46,15,1840
14-11-2024,45,34,2470
14-11-2024,47,2,2640
14-11-2024,34,45,1460
14-11-2024,47,28,3025
14-11-2024,45,3,2000
14-11-2024,47,46,2700
14-11-2024,2,16,1990
14-11-2024,25,23,2260
14-11-2024,46,26,2020
14-11-2024,36,27,2404
14-11-2024,16,2,1220
14-11-2024,23,13,2005
14-11-2024,2,31,3624
14-11-2024,26,46,1845
14-11-2024,31,2,2044
14-11-2024,15,46,1372
14-11-2024,30,14,2444
14-11-2024,2,19,2305
14-11-2024,28,47,2210
14-11-2024,47,3,2120
14-11-2024,45,5,1990
14-11-2024,36,37,189
14-11-2024,46,47,2425
14-11-2024,5,45,1710
14-11-2024,46,20,1855
14-11-2024,3,47,1290
14-11-2024,20,46,1525
14-11-2024,19,2,2185
14-11-2024,27,36,2555
14-11-2024,14,30,1795
14-11-2024,45,39,2352
14-11-2024,39,45,1360
14-11-2024,36,41,4332
14-11-2024,2,21,1975
14-11-2024,8,47,1230
14-11-2024,47,6,1660
14-11-2024,41,36,1312
14-11-2024,2,1,1745
14-11-2024,37,36,238
14-11-2024,47,30,2630
14-11-2024,47,8,1585
14-11-2024,22,36,1985
14-11-2024,6,47,1255
14-11-2024,46,33,1475
14-11-2024,45,44,1820
14-11-2024,33,46,1065
14-11-2024,21,2,1120
14-11-2024,36,22,2410
14-11-2024,2,14,1375
14-11-2024,1,2,1625
14-11-2024,17,23,2085
14-11-2024,4,29,1455
14-11-2024,2,24,1345
14-11-2024,44,45,1680
14-11-2024,47,10,1695
14-11-2024,38,36,1550
14-11-2024,19,30,1935
15-11-2024,45,46,6578
15-11-2024,46,45,4904
15-11-2024,45,47,6298
15-11-2024,47,45,4870
15-11-2024,46,9,8109
15-11-2024,9,46,4710
15-11-2024,46,48,6732
15-11-2024,48,46,3531
15-11-2024,45,9,5160
15-11-2024,9,45,3231
15-11-2024,47,5,4077
15-11-2024,5,47,2523
15-11-2024,46,44,4424
15-11-2024,46,35,4652
15-11-2024,45,28,5244
15-11-2024,35,46,1996
15-11-2024,44,46,2144
15-11-2024,2,40,3232
15-11-2024,11,36,3012
15-11-2024,19,32,2952
15-11-2024,36,11,3872
15-11-2024,28,45,1620
15-11-2024,2,30,2456
15-11-2024,40,2,3584
15-11-2024,30,2,2768
15-11-2024,32,19,2620
15-11-2024,12,36,2424
15-11-2024,47,43,2960
15-11-2024,13,23,2300
15-11-2024,36,7,2960
15-11-2024,43,47,2068
15-11-2024,7,36,2460
15-11-2024,36,12,3564
15-11-2024,46,18,3196
15-11-2024,18,46,1436
15-11-2024,45,48,3064
15-11-2024,45,42,2876
15-11-2024,23,25,2516
15-11-2024,48,45,1712
15-11-2024,42,45,1868
15-11-2024,2,47,2975
15-11-2024,3,45,1168
15-11-2024,46,15,2532
15-11-2024,45,34,3420
15-11-2024,47,2,2575
15-11-2024,34,45,1925
15-11-2024,47,28,3300
15-11-2024,45,3,2372
15-11-2024,47,46,2650
15-11-2024,2,16,2055
15-11-2024,25,23,2068
15-11-2024,46,26,2020
15-11-2024,36,27,2436
15-11-2024,16,2,1505
15-11-2024,23,13,2760
15-11-2024,2,31,3264
15-11-2024,26,46,2235
15-11-2024,31,2,1920
15-11-2024,15,46,1080
15-11-2024,30,14,2208
15-11-2024,2,19,2680
15-11-2024,28,47,2115
15-11-2024,47,3,2385
15-11-2024,45,5,2815
15-11-2024,36,37,360
15-11-2024,46,47,2710
15-11-2024,5,45,1320
15-11-2024,46,20,2490
15-11-2024,3,47,1605
15-11-2024,20,46,1510
15-11-2024,19,2,2185
15-11-2024,27,36,2755
15-11-2024,14,30,2075
15-11-2024,45,39,3572
15-11-2024,39,45,1292
15-11-2024,36,41,2704
15-11-2024,2,21,1940
15-11-2024,8,47,1410
15-11-2024,47,6,2030
15-11-2024,41,36,1680
15-11-2024,2,1,1930
15-11-2024,37,36,262
15-11-2024,47,30,2300
15-11-2024,47,8,1955
15-11-2024,22,36,2235
15-11-2024,6,47,1225
15-11-2024,46,33,2040
15-11-2024,45,44,2015
15-11-2024,33,46,825
15-11-2024,21,2,935
15-11-2024,36,22,2400
15-11-2024,2,14,1815
15-11-2024,1,2,1240
15-11-2024,17,23,2255
15-11-2024,4,29,1655
15-11-2024,2,24,1555
15-11-2024,44,45,1405
15-11-2024,47,10,1720
15-11-2024,38,36,1340
15-11-2024,19,30,1595
16-11-2024,45,46,5198
16-11-2024,46,45,4524
16-11-2024,45,47,4396
16-11-2024,47,45,5394
16-11-2024,46,9,4833
16-11-2024,9,46,5112
16-11-2024,46,48,5607
16-11-2024,48,46,4080
16-11-2024,45,9,3723
16-11-2024,9,45,3150
16-11-2024,47,5,4401
16-11-2024,5,47,2997
16-11-2024,46,44,3916
16-11-2024,46,35,3508
16-11-2024,45,28,4052
16-11-2024,35,46,2192
16-11-2024,44,46,2312
16-11-2024,2,40,2380
16-11-2024,11,36,3556
16-11-2024,19,32,3528
16-11-2024,36,11,3708
16-11-2024,28,45,2560
16-11-2024,2,30,2628
16-11-2024,40,2,4176
16-11-2024,30,2,2532
16-11-2024,32,19,2552
16-11-2024,12,36,2972
16-11-2024,47,43,2004
16-11-2024,13,23,2420
16-11-2024,36,7,2392
16-11-2024,43,47,2952
16-11-2024,7,36,2504
16-11-2024,36,12,2304
16-11-2024,46,18,2544
16-11-2024,18,46,1732
16-11-2024,45,48,2392
16-11-2024,45,42,1948
16-11-2024,23,25,1860
16-11-2024,48,45,2100
16-11-2024,42,45,2008
16-11-2024,2,47,2015
16-11-2024,3,45,1600
16-11-2024,46,15,2128
16-11-2024,45,34,2320
16-11-2024,47,2,2180
16-11-2024,34,45,1880
16-11-2024,47,28,2485
16-11-2024,45,3,1864
16-11-2024,47,46,2485
16-11-2024,2,16,1840
16-11-2024,25,23,2696
16-11-2024,46,26,1950
16-11-2024,36,27,2792
16-11-2024,16,2,1600
16-11-2024,23,13,2620
16-11-2024,2,31,1908
16-11-2024,26,46,2200
16-11-2024,31,2,2540
16-11-2024,15,46,1424
16-11-2024,30,14,1852
16-11-2024,2,19,1805
16-11-2024,28,47,2855
16-11-2024,47,3,2050
16-11-2024,45,5,1895
16-11-2024,36,37,438
16-11-2024,46,47,2430
16-11-2024,5,45,2045
16-11-2024,46,20,2155
16-11-2024,3,47,1880
16-11-2024,20,46,1530
16-11-2024,19,2,3210
16-11-2024,27,36,3210
16-11-2024,14,30,2335
16-11-2024,45,39,2720
16-11-2024,39,45,1712
16-11-2024,36,41,1760
16-11-2024,2,21,2215
16-11-2024,8,47,1615
16-11-2024,47,6,2090
16-11-2024,41,36,2296
16-11-2024,2,1,1375
16-11-2024,37,36,122
16-11-2024,47,30,2850
16-11-2024,47,8,1770
16-11-2024,22,36,1700
16-11-2024,6,47,1335
16-11-2024,46,33,1695
16-11-2024,45,44,2070
16-11-2024,33,46,935
16-11-2024,21,2,1300
16-11-2024,36,22,1850
16-11-2024,2,14,1850
16-11-2024,1,2,1260
16-11-2024,17,23,2460
16-11-2024,4,29,1130
16-11-2024,2,24,1105
16-11-2024,44,45,1210
16-11-2024,47,10,1545
16-11-2024,38,36,1705
16-11-2024,19,30,2320
17-11-2024,45,46,6392
17-11-2024,46,45,6972
17-11-2024,45,47,5332
17-11-2024,47,45,7060
17-11-2024,46,9,6093
17-11-2024,9,46,9312
17-11-2024,46,48,4317
17-11-2024,48,46,8427
17-11-2024,45,9,3399
17-11-2024,9,45,5964
17-11-2024,47,5,4146
17-11-2024,5,47,5739
17-11-2024,46,44,3096
17-11-2024,46,35,2552
17-11-2024,45,28,2796
17-11-2024,35,46,6184
17-11-2024,44,46,6500
17-11-2024,2,40,2636
17-11-2024,11,36,4936
17-11-2024,19,32,3820
17-11-2024,36,11,3508
17-11-2024,28,45,4780
17-11-2024,2,30,3584
17-11-2024,40,2,4268
17-11-2024,30,2,2864
17-11-2024,32,19,3464
17-11-2024,12,36,5052
17-11-2024,47,43,2264
17-11-2024,13,23,3792
17-11-2024,36,7,3264
17-11-2024,43,47,3572
17-11-2024,7,36,3884
17-11-2024,36,12,3084
17-11-2024,46,18,1688
17-11-2024,18,46,3740
17-11-2024,45,48,1744
17-11-2024,45,42,2044
17-11-2024,23,25,1952
17-11-2024,48,45,3232
17-11-2024,42,45,3104
17-11-2024,2,47,2525
17-11-2024,3,45,2760
17-11-2024,46,15,1252
17-11-2024,45,34,2190
17-11-2024,47,2,3210
17-11-2024,34,45,3445
17-11-2024,47,28,1960
17-11-2024,45,3,1176
17-11-2024,47,46,3065
17-11-2024,2,16,1880
17-11-2024,25,23,3352
17-11-2024,46,26,2330
17-11-2024,36,27,1680
17-11-2024,16,2,2510
17-11-2024,23,13,2485
17-11-2024,2,31,1716
17-11-2024,26,46,2435
17-11-2024,31,2,3816
17-11-2024,15,46,2444
17-11-2024,30,14,1644
17-11-2024,2,19,1790
17-11-2024,28,47,3710
17-11-2024,47,3,1795
17-11-2024,45,5,1690
17-11-2024,36,37,402
17-11-2024,46,47,3065
17-11-2024,5,45,3040
17-11-2024,46,20,2010
17-11-2024,3,47,2610
17-11-2024,20,46,2885
17-11-2024,19,2,3610
17-11-2024,27,36,2910
17-11-2024,14,30,3200
17-11-2024,45,39,1952
17-11-2024,39,45,3916
17-11-2024,36,41,1672
17-11-2024,2,21,1540
17-11-2024,8,47,3035
17-11-2024,47,6,1770
17-11-2024,41,36,3944
17-11-2024,2,1,1650
17-11-2024,37,36,252
17-11-2024,47,30,2755
17-11-2024,47,8,1925
17-11-2024,22,36,3135
17-11-2024,6,47,2275
17-11-2024,46,33,1240
17-11-2024,45,44,1695
17-11-2024,33,46,3760
17-11-2024,21,2,2780
17-11-2024,36,22,2680
17-11-2024,2,14,1545
17-11-2024,1,2,1925
17-11-2024,17,23,2935
17-11-2024,4,29,1125
17-11-2024,2,24,1230
17-11-2024,44,45,2215
17-11-2024,47,10,1220
17-11-2024,38,36,2930
17-11-2024,19,30,2715
18-11-2024,45,46,4452
18-11-2024,46,45,6134
18-11-2024,45,47,3840
18-11-2024,47,45,6372
18-11-2024,46,9,3903
18-11-2024,9,46,5658
18-11-2024,46,48,3306
18-11-2024,48,46,4941
18-11-2024,45,9,2571
18-11-2024,9,45,4911
18-11-2024,47,5,2874
18-11-2024,5,47,4293
18-11-2024,46,44,1900
18-11-2024,46,35,1788
18-11-2024,45,28,2072
18-11-2024,35,46,3240
18-11-2024,44,46,2944
18-11-2024,2,40,1940
18-11-2024,11,36,3856
18-11-2024,19,32,3216
18-11-2024,36,11,2972
18-11-2024,28,45,3448
18-11-2024,2,30,1852
18-11-2024,40,2,2584
18-11-2024,30,2,2192
18-11-2024,32,19,3320
18-11-2024,12,36,2452
18-11-2024,47,43,1772
18-11-2024,13,23,3368
18-11-2024,36,7,2332
18-11-2024,43,47,2448
18-11-2024,7,36,2896
18-11-2024,36,12,2188
18-11-2024,46,18,1356
18-11-2024,18,46,2468
18-11-2024,45,48,1172
18-11-2024,45,42,1512
18-11-2024,23,25,1636
18-11-2024,48,45,2876
18-11-2024,42,45,2356
18-11-2024,2,47,2075
18-11-2024,3,45,2284
18-11-2024,46,15,1136
18-11-2024,45,34,1385
18-11-2024,47,2,2540
18-11-2024,34,45,2655
18-11-2024,47,28,1900
18-11-2024,45,3,856
18-11-2024,47,46,2355
18-11-2024,2,16,1640
18-11-2024,25,23,2112
18-11-2024,46,26,2265
18-11-2024,36,27,1992
18-11-2024,16,2,1320
18-11-2024,23,13,2160
18-11-2024,2,31,1312
18-11-2024,26,46,1985
18-11-2024,31,2,2928
18-11-2024,15,46,1688
18-11-2024,30,14,2068
18-11-2024,2,19,1230
18-11-2024,28,47,2860
18-11-2024,47,3,1450
18-11-2024,45,5,1500
18-11-2024,36,37,318
18-11-2024,46,47,2235
18-11-2024,5,45,2750
18-11-2024,46,20,1115
18-11-2024,3,47,2285
18-11-2024,20,46,1960
18-11-2024,19,2,2810
18-11-2024,27,36,2705
18-11-2024,14,30,1795
18-11-2024,45,39,1128
18-11-2024,39,45,3488
18-11-2024,36,41,1260
18-11-2024,2,21,1905
18-11-2024,8,47,1965
18-11-2024,47,6,1285
18-11-2024,41,36,2316
18-11-2024,2,1,1190
18-11-2024,37,36,302
18-11-2024,47,30,2470
18-11-2024,47,8,1130
18-11-2024,22,36,2180
18-11-2024,6,47,2090
18-11-2024,46,33,775
18-11-2024,45,44,1110
18-11-2024,33,46,1365
18-11-2024,21,2,1160
18-11-2024,36,22,1725
18-11-2024,2,14,1430
18-11-2024,1,2,1385
18-11-2024,17,23,2585
18-11-2024,4,29,1360
18-11-2024,2,24,1215
18-11-2024,44,45,2030
18-11-2024,47,10,1220
18-11-2024,38,36,1980
18-11-2024,19,30,2105
19-11-2024,45,46,3944
19-11-2024,46,45,4638
19-11-2024,45,47,3668
19-11-2024,47,45,4682
19-11-2024,46,9,3957
19-11-2024,9,46,4620
19-11-2024,46,48,3924
19-11-2024,48,46,3495
19-11-2024,45,9,2610
19-11-2024,9,45,3750
19-11-2024,47,5,2436
19-11-2024,5,47,2817
19-11-2024,46,44,1956
19-11-2024,46,35,2116
19-11-2024,45,28,2460
19-11-2024,35,46,2444
19-11-2024,44,46,1792
19-11-2024,2,40,3324
19-11-2024,11,36,3064
19-11-2024,19,32,2180
19-11-2024,36,11,3456
19-11-2024,28,45,2400
19-11-2024,2,30,1912
19-11-2024,40,2,2060
19-11-2024,30,2,1372
19-11-2024,32,19,2244
19-11-2024,12,36,1760
19-11-2024,47,43,1832
19-11-2024,13,23,1764
19-11-2024,36,7,2440
19-11-2024,43,47,1868
19-11-2024,7,36,1984
19-11-2024,36,12,2536
